pH,Temperature,Conductivity @25°C,Dissolved Oxygen,BOD - 5 days (Total),Ammonia-Total (as N),ortho-Phosphate (as P) - unspecified,Total Hardness (as CaCO3),True Colour,Is_Potable_By_Normes
12.903,-4.694,500.573,16.904,-3.201,1.492,-4.832,302.53,-0.744,0
8.341,19.119,234.422,6.509,4.212,0.231,0.102,42.947,8.441,1
1.565,-1.965,-1.75,0.944,8.747,5.425,-2.481,-0.996,19.98,0
7.225,13.939,104.887,7.485,2.561,0.492,0.089,200.225,10.465,1
12.347,32.868,-0.914,1.477,9.362,1.292,-2.64,-0.876,17.724,0
11.253,-3.621,502.106,17.415,6.736,-3.836,-3.296,-1.961,-3.659,0
3.65,-2.172,-2.824,3.439,6.086,-1.791,2.36,-2.195,-0.199,0
3.265,-2.156,502.895,18.664,7.578,-0.264,0.543,300.444,-3.858,0
7.419,10.887,456.645,12.818,1.486,0.217,0.147,151.701,11.626,1
12.174,32.59,-1.559,16.117,5.352,2.751,-3.839,304.345,-0.42,0
13.24,-1.474,-3.472,4.066,8.841,2.391,-2.638,-4.897,-4.824,0
11.648,33.236,-2.351,14.848,-0.666,0.918,-4.327,-1.833,-3.683,0
7.475,27.22,197.469,7.787,3.021,0.42,0.037,190.154,2.663,1
6.274,34.793,-1.338,16.082,8.772,1.654,-4.555,-3.166,16.085,0
7.326,5.539,432.31,10.663,2.118,0.103,0.089,274.453,14.431,1
12.066,-0.229,502.089,15.734,7.115,-1.514,2.352,-0.158,17.738,0
6.646,15.281,156.768,5.541,3.349,0.231,0.086,59.707,12.208,1
4.257,33.677,503.842,17.479,-3.428,-4.929,-0.796,301.201,15.476,0
11.361,30.543,501.339,1.577,6.475,-2.646,-3.195,301.96,-4.449,0
7.683,0.582,105.305,13.862,1.305,0.386,0.031,3.98,7.831,1
13.198,34.036,-0.875,14.62,6.582,-0.861,2.836,-0.409,-3.001,0
7.276,17.707,472.812,6.686,1.663,0.017,0.148,209.618,10.653,1
7.353,0.335,240.143,11.157,0.957,0.047,0.076,60.089,14.228,1
6.871,18.103,413.93,13.708,1.432,0.169,0.065,220.301,6.704,1
9.587,-1.202,-2.061,3.181,7.364,-2.678,3.529,-1.631,15.981,0
6.831,20.892,79.396,12.508,2.913,0.015,0.188,42.484,0.402,1
7.21,28.596,193.543,10.24,1.871,0.142,0.177,265.47,5.967,1
5.96,31.491,503.931,4.64,-2.639,3.643,2.63,-1.635,-3.723,0
4.331,32.52,-2.031,18.8,5.76,-3.256,1.412,304.139,19.757,0
4.463,32.957,503.953,4.161,9.067,-2.491,-2.134,302.582,19.882,0
7.087,14.638,265.908,5.193,4.447,0.009,0.069,186.735,5.817,1
7.496,1.711,384.966,5.511,2.684,0.122,0.04,70.619,11.737,1
9.116,30.417,-4.741,1.459,-2.656,-2.059,-4.531,-2.665,16.164,0
8.822,32.294,-4.644,2.121,8.959,-3.362,4.717,-3.151,16.014,0
6.967,12.91,291.135,12.811,3.601,0.424,0.08,62.423,14.751,1
8.679,-2.385,501.304,15.797,-0.71,4.141,-1.135,-0.416,16.4,0
4.142,-3.458,504.674,16.202,-2.749,0.702,1.04,-3.36,19.106,0
8.025,6.662,348.655,6.189,2.629,0.264,0.003,295.362,10.557,1
7.971,8.395,186.823,9.665,0.758,0.209,0.133,166.021,2.933,1
8.163,22.574,229.395,7.471,1.373,0.283,0.183,12.966,9.525,1
9.418,-1.064,501.006,3.774,6.325,-3.834,1.352,-2.564,-2.275,0
11.739,31.449,-3.334,2.712,-4.781,1.39,-0.787,-1.693,17.292,0
11.1,-1.492,504.727,15.59,8.109,-4.593,1.257,304.462,18.272,0
6.608,28.545,176.818,11.745,3.766,0.472,0.043,133.823,1.435,1
8.771,33.072,504.988,4.641,7.834,4.351,-2.947,-4.683,15.249,0
7.56,27.062,277.129,12.252,1.467,0.158,0.098,78.065,13.854,1
4.738,34.987,503.855,3.413,7.279,-4.353,-1.197,303.508,19.87,0
6.938,9.611,381.954,7.941,3.085,0.397,0.063,132.396,5.177,1
7.824,13.962,455.592,10.898,2.258,0.394,0.176,112.263,9.801,1
8.441,1.692,46.28,10.277,0.141,0.209,0.089,191.591,14.794,1
5.213,32.957,501.417,14.744,-1.203,2.437,-0.442,304.915,18.933,0
12.236,-1.683,504.831,3.052,5.22,2.355,5.009,301.642,-4.093,0
3.119,-1.627,504.486,15.243,-1.049,4.662,2.265,-4.55,19.349,0
3.053,-3.175,-3.654,0.293,-4.353,-1.338,-4.719,-0.975,19.834,0
8.295,15.809,229.398,11.95,0.605,0.498,0.198,175.584,2.295,1
8.328,22.692,309.095,12.032,2.612,0.39,0.165,12.799,5.917,1
11.006,-4.454,-1.859,17.833,5.431,-1.441,-3.284,300.526,-3.068,0
10.931,-4.558,-4.284,3.582,-2.92,4.327,4.556,301.337,-3.407,0
2.606,-1.456,-1.924,17.244,-3.376,3.223,0.422,303.606,-1.197,0
7.577,1.67,417.354,8.133,2.506,0.244,0.197,253.871,4.878,1
12.386,31.952,-1.011,1.281,9.629,-4.075,-2.57,304.145,-3.888,0
8.431,24.724,317.777,5.552,0.297,0.129,0.024,58.234,5.651,1
4.898,32.119,502.897,1.62,-4.873,3.201,4.374,-3.941,18.469,0
12.676,-0.582,-3.162,16.039,-2.724,-1.163,-2.935,303.885,17.083,0
2.158,-2.016,-2.523,15.432,8.802,-0.258,1.705,-2.58,19.642,0
10.72,-0.77,-3.376,14.24,-2.806,-3.22,5.13,-1.818,17.044,0
6.819,28.019,176.685,10.726,0.671,0.257,0.107,64.962,7.794,1
7.777,9.281,446.926,7.605,4.935,0.42,0.182,141.447,6.845,1
7.195,19.496,43.393,10.419,3.827,0.002,0.056,4.551,9.852,1
3.888,-3.548,500.213,15.823,-1.752,2.486,-0.86,-3.268,16.937,0
2.958,-1.825,502.08,1.068,9.371,-2.129,5.102,301.775,17.114,0
8.386,11.115,176.969,13.736,3.866,0.427,0.191,121.504,11.447,1
6.535,2.192,244.0,13.911,4.701,0.434,0.125,41.95,7.682,1
6.547,26.873,43.099,13.856,4.798,0.311,0.133,263.612,0.415,1
6.632,27.805,236.954,6.619,2.122,0.437,0.083,287.612,2.095,1
7.142,13.513,486.209,12.248,0.874,0.447,0.024,31.344,5.812,1
13.42,-0.884,-2.088,18.412,-3.782,3.712,-1.152,-0.767,-4.62,0
5.191,-0.521,501.533,18.95,5.24,3.136,-2.423,-3.419,-0.374,0
4.35,-2.718,-1.021,2.706,-1.604,-2.939,-3.843,303.828,-2.351,0
8.743,-1.407,-1.021,14.132,8.379,2.29,3.082,301.068,15.429,0
12.133,-0.122,-0.388,14.637,8.427,-1.001,-2.119,-4.881,-3.177,0
7.662,16.911,107.966,9.237,1.564,0.393,0.021,185.981,2.717,1
10.964,-2.716,-2.948,16.704,-2.0,-3.45,4.437,304.298,18.311,0
11.307,32.333,501.259,16.114,-2.505,1.458,-2.924,302.218,-1.704,0
7.324,25.332,456.577,12.463,3.38,0.154,0.118,117.619,0.003,1
1.801,-4.954,503.13,16.474,5.42,-3.087,4.819,-4.709,15.27,0
6.533,3.925,239.298,13.573,3.321,0.332,0.107,261.855,14.463,1
2.754,34.969,504.643,4.503,-4.514,-2.238,3.706,304.388,18.58,0
7.604,13.976,303.334,7.228,2.261,0.02,0.053,35.871,2.445,1
13.371,33.871,-4.643,18.656,-1.767,-2.069,4.325,304.612,-4.291,0
6.9,17.859,284.095,11.144,4.416,0.209,0.08,192.156,3.754,1
3.029,-0.12,-4.626,15.664,-2.484,5.251,2.925,304.356,-4.824,0
11.306,-4.211,504.92,2.199,9.895,0.781,2.519,-3.301,-1.912,0
2.421,30.969,-1.055,18.817,-3.22,-4.714,-0.723,-3.738,-1.004,0
4.306,-4.663,501.726,17.766,-4.793,3.186,2.625,301.114,-3.802,0
9.636,30.247,504.324,4.801,-2.424,0.952,-0.693,-4.992,17.962,0
6.517,2.271,162.384,8.117,0.851,0.172,0.125,254.969,8.854,1
4.534,30.997,503.665,3.929,-0.491,-4.133,1.962,301.047,17.603,0
8.827,31.838,502.625,17.068,6.48,-0.606,-1.44,300.648,-4.767,0
2.204,-1.699,504.695,18.411,-1.901,0.818,-0.624,303.661,-1.488,0
7.459,22.771,208.403,10.757,3.164,0.217,0.169,155.764,6.2,1
10.59,-0.807,-3.946,16.074,-3.975,3.599,2.295,303.679,19.546,0
7.913,2.658,127.095,10.061,0.478,0.214,0.099,174.977,2.527,1
6.567,10.91,110.396,9.106,1.245,0.439,0.12,208.037,5.995,1
12.731,-1.296,501.804,18.319,8.049,-2.047,-3.287,303.124,-1.272,0
11.315,33.664,500.981,18.238,8.005,1.019,1.083,304.819,17.859,0
7.838,6.808,123.951,11.574,2.027,0.017,0.111,163.884,2.306,1
8.179,28.194,392.093,11.585,1.506,0.42,0.004,215.766,8.338,1
4.505,-2.849,503.37,3.001,5.797,-4.615,1.227,-1.304,-1.863,0
7.078,1.307,29.315,13.47,0.74,0.334,0.094,214.901,10.287,1
11.748,-4.584,-2.656,3.171,5.547,4.301,-4.728,302.625,17.648,0
7.186,24.827,100.149,9.784,3.507,0.086,0.067,31.056,14.631,1
7.772,28.354,379.332,8.377,1.81,0.083,0.12,173.573,5.711,1
10.178,32.257,500.374,16.447,-4.897,-1.219,-3.654,-3.805,-1.264,0
7.759,9.306,110.922,5.266,0.699,0.045,0.022,23.719,4.733,1
6.81,15.632,431.408,13.902,4.155,0.44,0.187,150.606,13.837,1
12.781,-2.578,-4.586,1.428,-3.508,3.414,1.828,-0.707,-2.886,0
7.574,7.908,49.286,6.901,1.99,0.437,0.184,225.797,10.53,1
7.793,15.606,219.709,11.704,0.533,0.354,0.147,191.287,12.418,1
4.244,-1.322,504.535,14.625,8.235,-4.298,-4.794,301.326,17.237,0
5.023,-2.537,503.809,3.803,7.294,-3.793,5.005,304.306,-3.479,0
8.131,14.936,141.198,11.55,2.128,0.32,0.06,113.381,9.11,1
5.26,-0.91,-1.205,0.087,-2.699,-4.821,-1.303,-3.571,15.79,0
6.142,34.641,500.772,1.6,5.537,-3.183,-3.558,-0.74,17.806,0
7.351,26.769,439.954,11.209,4.806,0.185,0.08,250.473,0.582,1
4.348,-3.093,503.494,0.195,9.469,-2.593,1.401,301.575,-1.217,0
3.778,-1.211,503.803,14.385,-2.876,-2.566,1.197,303.811,19.44,0
5.9,-3.849,-3.455,17.267,-1.33,-0.985,-2.484,302.916,18.448,0
3.755,-2.107,-1.792,18.467,-1.852,-2.675,-4.999,-0.659,-4.213,0
2.123,-1.647,-4.958,4.67,-4.384,-2.116,2.052,303.598,19.86,0
11.302,34.83,-1.909,18.621,-0.46,-3.779,0.66,-1.742,-0.712,0
7.521,17.91,67.515,8.961,3.081,0.289,0.105,83.633,5.345,1
8.185,8.96,486.31,12.38,2.332,0.307,0.014,82.548,1.337,1
4.862,-3.758,-1.321,17.545,5.326,-1.626,-3.006,302.066,16.338,0
9.53,31.845,-1.976,15.437,-3.064,4.846,-4.059,300.969,-4.69,0
8.39,10.075,154.291,11.308,2.492,0.456,0.094,120.913,1.588,1
8.057,26.296,296.442,12.08,3.509,0.03,0.11,87.045,11.897,1
4.048,-3.742,503.811,3.803,-2.371,1.534,-0.465,304.265,15.516,0
5.172,34.104,504.26,17.614,-2.35,-0.384,0.855,300.864,-2.575,0
7.234,12.286,364.071,8.328,0.924,0.129,0.068,266.941,3.533,1
10.484,-0.489,500.897,15.11,-1.252,0.969,-0.8,-0.978,15.501,0
8.156,12.097,184.177,9.628,4.813,0.024,0.087,267.05,7.315,1
8.047,18.872,326.025,12.003,1.818,0.117,0.009,39.831,5.338,1
6.335,-4.605,-3.381,4.367,-0.468,5.117,3.221,300.171,19.382,0
7.828,21.898,347.101,7.411,2.814,0.443,0.002,137.874,6.555,1
8.183,21.82,71.351,8.974,3.975,0.008,0.126,271.969,12.853,1
7.994,14.017,356.074,9.649,3.25,0.005,0.026,144.301,6.686,1
8.451,24.854,116.416,11.731,0.014,0.492,0.081,261.405,12.997,1
7.466,17.4,119.784,7.439,3.006,0.321,0.081,225.776,8.4,1
4.983,34.737,500.496,15.976,5.383,-0.98,-4.649,-3.345,18.05,0
2.505,30.191,503.085,3.984,8.855,-2.653,-3.642,-2.287,19.471,0
9.207,-0.146,-1.074,2.23,-1.927,-3.492,2.086,-3.538,-0.976,0
4.314,-4.729,503.057,17.206,9.518,2.423,-2.204,-4.256,-4.585,0
13.451,33.023,-2.597,15.512,8.79,1.243,-2.035,304.516,18.059,0
7.665,7.469,103.64,9.61,4.45,0.239,0.144,134.541,8.448,1
6.838,15.903,390.103,7.8,1.907,0.064,0.085,148.255,7.19,1
5.371,-1.073,502.635,1.642,8.116,5.012,-4.828,304.635,16.396,0
8.316,28.599,360.086,13.886,4.749,0.364,0.045,30.925,11.76,1
7.318,26.919,218.382,9.821,1.887,0.177,0.039,98.907,14.592,1
3.256,33.887,501.224,15.905,8.058,-3.38,0.617,-1.641,-1.112,0
8.204,12.496,133.703,7.086,4.123,0.132,0.1,255.069,7.467,1
13.286,31.355,502.713,2.052,8.184,-0.808,2.045,-3.225,-2.134,0
7.85,3.301,48.414,8.913,2.726,0.392,0.053,188.238,11.048,1
1.674,33.24,-3.441,4.535,9.266,-2.469,1.259,300.113,-3.204,0
8.249,29.235,249.532,13.212,4.186,0.343,0.157,36.777,10.54,1
2.068,31.634,502.727,3.691,9.307,-2.85,4.305,300.887,-2.504,0
8.488,6.101,457.512,8.743,1.802,0.283,0.045,28.295,5.615,1
7.627,12.519,384.042,7.145,1.551,0.26,0.156,120.04,0.143,1
7.281,24.656,30.359,7.445,4.158,0.249,0.154,8.092,2.163,1
5.486,-0.289,-1.283,4.224,8.584,-3.2,3.576,-4.461,-4.86,0
10.441,-0.975,-0.761,14.287,8.955,2.024,-3.314,-4.885,-0.183,0
13.036,-1.102,-0.316,14.538,8.632,0.959,-0.12,-2.555,15.764,0
7.558,8.248,239.388,12.574,1.38,0.429,0.14,30.45,9.587,1
7.17,8.41,476.368,8.332,1.84,0.364,0.167,293.044,10.525,1
12.166,-1.141,504.291,16.675,5.818,-4.844,2.969,304.451,-2.604,0
7.897,4.227,139.367,8.742,2.07,0.467,0.19,222.32,4.315,1
1.58,32.019,-4.438,2.549,7.727,4.489,3.317,303.427,-1.581,0
9.957,-4.974,-1.377,18.89,-4.187,1.801,-4.403,-4.646,-2.578,0
6.678,13.172,323.621,8.763,0.715,0.287,0.035,214.088,12.369,1
12.082,32.568,-1.054,16.956,7.822,5.146,-0.313,-3.615,18.907,0
7.164,2.061,378.632,5.635,0.938,0.173,0.13,274.453,0.128,1
7.652,24.758,456.61,11.737,4.18,0.149,0.178,221.547,4.23,1
5.34,-4.837,504.134,15.16,-0.503,3.127,-3.192,304.056,-4.441,0
7.189,8.621,62.212,8.753,2.372,0.25,0.095,219.632,5.836,1
11.668,-4.491,500.183,3.205,6.123,-0.861,-4.336,-4.696,-3.87,0
7.215,24.989,274.913,10.614,0.739,0.079,0.144,157.369,11.137,1
2.319,-3.923,-0.208,1.305,-2.925,-4.69,-2.338,304.916,-3.678,0
11.54,30.595,-2.584,3.748,-4.197,3.227,4.108,301.365,17.464,0
6.895,25.43,467.734,11.17,2.742,0.251,0.116,295.545,3.104,1
13.085,33.015,-1.638,2.011,-2.357,4.467,-2.073,-3.173,15.246,0
7.211,11.891,484.034,13.71,0.945,0.365,0.195,79.112,2.492,1
7.37,28.712,487.944,6.304,1.919,0.084,0.043,247.858,1.944,1
13.201,32.572,504.27,2.417,-3.582,3.839,-4.885,-1.316,19.359,0
7.073,7.013,25.976,6.397,4.138,0.035,0.015,10.707,8.2,1
11.094,33.125,502.859,4.325,-3.898,1.773,-3.676,301.29,16.372,0
6.997,29.063,142.226,7.335,0.767,0.331,0.081,94.309,1.067,1
5.299,-3.811,501.128,16.98,-2.732,3.514,-3.272,302.336,16.673,0
2.227,-3.285,503.685,1.969,-2.719,2.873,4.378,-3.011,18.63,0
6.336,-4.73,-0.212,3.726,-2.78,3.083,-2.01,304.943,-1.303,0
6.68,3.512,434.619,10.536,2.163,0.171,0.023,77.978,3.337,1
7.692,1.304,89.886,5.222,4.433,0.088,0.054,299.646,1.894,1
7.377,5.221,122.159,11.71,2.481,0.324,0.088,219.601,11.91,1
5.418,-0.214,-2.812,17.68,-3.3,-2.659,-3.771,304.623,-4.504,0
11.833,-1.994,500.267,1.642,-0.582,1.126,1.474,303.355,16.125,0
10.471,-1.985,504.383,15.423,-1.689,2.272,-3.823,-0.261,18.041,0
3.462,31.871,500.95,4.553,8.524,-1.1,-1.735,-0.341,19.614,0
3.444,-1.298,500.922,3.032,9.385,-2.305,4.909,300.15,16.919,0
8.228,27.25,291.315,5.888,0.563,0.288,0.045,295.716,3.19,1
4.675,31.654,500.482,4.033,8.997,-2.604,-4.722,-4.545,15.168,0
5.355,32.162,-3.572,0.925,5.735,-2.812,3.057,-2.105,-0.94,0
9.307,-0.851,504.974,1.913,-4.128,-0.399,-1.506,300.969,19.445,0
8.456,22.678,181.489,5.725,0.114,0.3,0.04,119.782,8.948,1
9.108,-0.665,502.54,0.939,-3.995,4.421,-3.894,-3.072,-2.724,0
5.545,33.41,-0.893,0.403,9.371,-1.784,3.218,304.616,18.241,0
10.703,-2.632,-1.085,16.468,-4.795,2.946,4.111,302.983,-0.629,0
8.485,27.143,289.188,9.15,0.328,0.4,0.051,119.8,11.407,1
7.559,2.886,187.602,7.048,2.567,0.285,0.103,63.227,11.11,1
8.162,22.479,408.723,11.356,3.804,0.034,0.105,273.441,14.12,1
5.168,32.059,-3.183,18.251,-1.416,5.434,2.098,303.938,16.349,0
5.915,31.228,-1.239,3.069,-0.921,4.59,-2.997,-3.349,18.874,0
5.187,-3.114,503.878,14.52,-3.603,-3.856,-4.789,304.078,18.972,0
7.698,27.548,472.052,10.318,0.728,0.44,0.033,82.796,4.805,1
7.091,25.781,26.638,9.62,1.085,0.195,0.045,93.405,7.881,1
7.889,5.805,303.789,11.595,1.928,0.24,0.026,31.686,1.031,1
3.499,-1.977,-4.879,15.532,-1.041,2.061,4.013,302.217,19.342,0
8.975,32.833,-3.364,16.386,6.511,-2.056,4.064,300.543,-0.357,0
10.71,31.367,502.128,2.001,9.084,-2.322,-4.8,304.293,-2.596,0
1.977,33.628,-3.814,18.594,-2.035,4.796,-4.653,302.128,-0.257,0
9.987,30.625,500.563,3.935,-1.825,5.321,-2.996,-1.347,15.316,0
6.604,8.501,154.577,7.869,0.836,0.161,0.168,26.978,1.142,1
8.137,10.659,178.848,8.349,2.552,0.032,0.135,56.732,0.394,1
7.816,10.389,291.614,9.625,1.896,0.184,0.038,211.03,0.381,1
1.89,31.671,-0.612,15.938,6.302,-1.813,4.833,-2.22,17.792,0
5.316,-1.179,501.958,15.567,8.531,1.999,-2.203,-3.587,19.214,0
8.353,4.788,281.0,11.35,4.904,0.236,0.196,162.498,10.775,1
7.849,8.518,444.441,9.358,0.75,0.081,0.194,140.794,14.831,1
6.825,4.396,236.004,7.458,3.074,0.043,0.165,264.703,5.22,1
12.448,-2.285,-3.371,15.858,-4.466,4.674,-1.555,304.156,15.878,0
5.18,-4.279,501.119,3.59,-2.579,2.053,-0.492,-2.799,-1.959,0
7.782,9.401,134.588,12.821,3.354,0.151,0.064,116.698,1.568,1
10.057,30.197,-4.839,16.99,-3.594,-3.706,-3.449,-1.761,-4.755,0
3.885,-3.059,502.08,3.314,6.692,-4.15,-1.157,-2.587,-0.674,0
7.509,0.851,208.677,6.658,0.809,0.239,0.187,268.582,13.687,1
6.623,6.407,385.968,11.188,0.737,0.347,0.004,125.029,14.848,1
7.606,29.935,492.444,6.061,0.047,0.136,0.086,258.32,0.398,1
10.76,33.28,500.498,0.206,-4.521,1.583,-1.411,-0.657,19.891,0
10.389,-2.335,502.978,15.058,5.819,3.698,2.693,300.449,16.811,0
7.366,19.282,206.089,5.977,1.563,0.026,0.045,246.287,11.797,1
2.752,-2.666,504.538,15.367,-2.007,-0.525,3.22,-4.881,16.762,0
2.272,33.547,-0.484,2.529,9.886,3.042,-4.413,-2.124,19.649,0
2.31,-2.158,504.92,1.402,-2.697,-4.882,-1.853,-2.115,16.457,0
8.159,23.367,399.325,10.5,4.76,0.288,0.055,91.739,12.648,1
9.724,32.19,500.859,2.36,-1.616,1.831,1.567,-2.374,15.731,0
3.681,33.454,502.008,17.83,7.765,-2.697,-2.629,-2.638,17.336,0
3.934,-2.976,-4.894,1.716,7.333,2.716,5.101,302.836,17.266,0
6.962,1.799,482.285,5.523,4.479,0.069,0.175,33.812,2.494,1
6.55,1.057,30.165,13.69,3.463,0.459,0.114,54.343,11.116,1
7.974,26.179,2.338,9.541,3.184,0.312,0.038,140.668,7.504,1
7.482,22.309,247.237,8.02,1.906,0.359,0.171,272.666,0.657,1
9.061,-0.666,-1.87,0.894,8.212,1.381,0.523,304.471,-4.468,0
6.853,24.335,495.452,10.97,2.434,0.46,0.115,277.732,14.884,1
2.232,31.022,503.898,1.688,8.958,-1.181,-1.013,302.748,-2.344,0
7.809,11.113,83.635,13.252,0.788,0.26,0.127,127.051,3.083,1
5.13,30.486,501.18,1.2,-1.49,-3.28,1.047,-2.44,-2.084,0
11.854,-4.728,-1.204,4.74,6.83,-3.92,-4.343,-1.78,17.236,0
7.126,13.373,350.136,6.554,1.313,0.289,0.063,272.327,5.309,1
7.227,0.843,158.344,7.868,3.586,0.365,0.192,132.991,10.102,1
9.473,33.835,-0.621,3.574,6.109,4.721,0.833,303.695,-2.387,0
6.807,18.668,362.086,12.251,0.915,0.046,0.048,200.615,7.466,1
8.918,34.729,-2.525,16.285,-3.195,4.029,-4.873,304.378,-1.1,0
7.496,18.897,353.37,8.021,3.085,0.347,0.101,265.68,11.483,1
7.74,4.959,231.206,9.86,3.355,0.422,0.171,209.702,1.382,1
7.645,28.654,161.58,12.744,3.105,0.177,0.196,211.947,8.858,1
10.104,34.401,500.723,4.608,-2.404,-1.791,1.931,300.41,-2.379,0
4.999,32.921,503.683,18.908,7.099,1.177,-0.427,304.113,15.756,0
11.348,-2.238,-3.612,15.801,5.751,0.992,1.166,-1.228,16.908,0
7.418,0.392,470.681,9.452,3.56,0.067,0.031,196.177,3.509,1
8.004,22.498,351.514,6.595,4.658,0.132,0.073,93.638,10.854,1
11.324,-2.626,504.401,16.87,-3.013,-1.948,-0.625,302.127,15.832,0
8.893,33.417,502.882,17.051,-0.463,-1.27,3.944,303.68,-2.682,0
9.294,31.79,-1.295,2.29,-3.501,3.1,0.629,-0.437,18.661,0
10.832,31.568,503.22,1.036,-3.076,5.196,1.083,-4.826,17.48,0
7.68,28.159,89.38,12.513,0.661,0.153,0.099,266.445,1.441,1
3.245,32.988,500.779,3.271,5.781,-2.645,-3.603,304.948,-0.866,0
12.826,-1.873,-1.414,16.396,-4.282,3.904,-2.485,-3.346,19.834,0
8.497,5.153,442.108,8.354,3.136,0.184,0.078,274.982,8.282,1
7.712,2.762,129.44,12.075,3.201,0.025,0.199,214.823,1.797,1
3.973,31.57,504.995,1.1,-2.781,3.56,-3.461,-1.297,-1.812,0
7.877,26.634,41.881,10.238,3.641,0.344,0.107,76.816,1.115,1
9.049,-1.516,500.337,4.52,9.685,4.059,4.812,-4.048,18.538,0
1.724,-3.376,-3.108,1.821,-3.445,-1.694,-3.332,-4.317,16.23,0
13.385,-4.743,-3.2,14.959,-1.605,-4.44,-4.168,302.261,15.897,0
8.957,31.934,-0.587,3.005,-3.137,1.502,4.793,301.663,16.228,0
3.032,-1.671,-3.956,15.418,-2.44,2.904,-1.63,300.358,18.582,0
1.909,32.167,501.988,2.347,9.589,2.57,3.885,300.566,-3.58,0
3.504,-2.187,-2.632,0.626,7.038,4.455,0.991,-0.759,-0.347,0
7.922,8.175,337.793,10.66,1.212,0.372,0.133,50.501,4.571,1
7.345,6.394,90.94,7.58,2.012,0.075,0.147,259.45,6.562,1
3.676,34.038,502.03,1.926,-3.219,1.561,0.757,-1.595,19.459,0
3.73,31.734,503.085,4.821,8.569,1.185,-4.988,-2.019,-4.929,0
7.541,1.335,271.223,10.896,3.574,0.114,0.051,83.593,14.506,1
7.348,13.662,29.049,9.257,4.302,0.296,0.04,119.7,13.501,1
7.442,17.513,251.981,8.668,1.124,0.147,0.037,163.699,8.22,1
7.087,17.147,485.365,8.253,4.272,0.276,0.031,57.51,14.361,1
6.941,19.438,164.78,8.191,3.974,0.22,0.168,61.322,0.951,1
6.568,10.212,436.27,5.953,3.199,0.281,0.016,266.258,13.655,1
10.609,30.615,504.565,14.192,9.641,-2.3,-2.118,-3.989,18.086,0
12.652,-2.891,-4.093,3.077,9.636,3.942,-2.879,302.448,-1.539,0
2.856,30.255,500.127,14.264,8.601,3.26,-1.713,301.095,-4.967,0
5.954,-1.67,502.839,0.38,-1.264,-0.648,-4.43,300.743,16.18,0
4.406,-0.838,-1.56,15.513,-2.484,2.739,-2.793,-2.544,-1.42,0
3.652,33.002,-4.133,18.048,6.909,3.151,-0.147,304.431,16.426,0
8.297,1.359,423.492,9.774,0.512,0.215,0.131,18.568,14.175,1
8.117,19.26,209.752,12.642,4.03,0.244,0.173,264.695,10.645,1
8.333,9.825,174.878,10.959,1.085,0.249,0.143,202.564,6.344,1
6.819,20.028,28.572,9.328,1.308,0.286,0.186,103.049,8.084,1
8.423,6.909,180.964,8.043,3.996,0.412,0.148,185.052,8.498,1
9.249,-3.845,-1.167,2.298,8.02,-4.905,-4.257,300.311,17.491,0
7.967,7.646,476.472,7.406,1.704,0.459,0.181,216.556,6.024,1
6.276,-3.002,-1.188,14.719,5.883,1.015,-2.578,-2.255,-4.379,0
4.032,34.434,500.349,16.94,-4.79,4.996,-0.647,-3.983,15.871,0
2.705,-4.267,501.732,3.644,-4.498,5.335,-2.699,300.75,19.257,0
3.565,-1.042,-1.08,4.491,5.154,-0.443,4.254,301.634,-1.854,0
5.927,-0.209,504.105,4.868,-4.592,5.239,-4.094,-3.003,-2.85,0
11.57,-0.76,-2.923,4.017,-1.133,2.644,-2.83,-4.449,-1.216,0
7.185,27.187,346.236,11.605,2.227,0.226,0.187,174.012,1.54,1
8.2,13.442,141.208,7.931,3.927,0.391,0.032,220.349,6.435,1
7.058,13.128,304.368,11.023,4.356,0.475,0.142,143.064,1.783,1
6.877,0.352,392.367,10.478,1.352,0.184,0.103,197.526,6.182,1
7.681,7.938,440.744,12.613,3.188,0.011,0.196,39.804,8.424,1
7.537,28.214,446.708,8.16,0.489,0.196,0.08,42.796,13.37,1
7.052,2.113,106.875,6.346,1.93,0.306,0.0,47.516,14.188,1
10.251,-1.36,504.916,4.882,-1.951,3.682,-0.743,-3.618,-0.784,0
12.036,30.24,-3.658,15.061,7.794,1.483,4.848,-3.906,-0.299,0
8.143,22.204,388.237,13.779,0.235,0.291,0.084,177.023,9.876,1
3.181,30.736,-1.987,4.47,-1.481,-3.404,3.42,-4.128,-1.203,0
6.053,-3.651,-4.33,17.884,-0.548,4.883,3.431,304.184,19.382,0
6.634,8.158,486.728,5.655,0.587,0.025,0.068,75.971,1.29,1
8.45,15.738,263.256,12.263,4.866,0.489,0.1,109.858,0.762,1
7.634,1.932,51.038,8.937,3.13,0.093,0.184,230.131,5.046,1
2.094,30.604,-4.171,17.646,9.269,3.591,-3.088,-2.615,-0.138,0
3.518,-4.794,501.461,16.55,8.547,-1.271,3.829,301.623,17.967,0
8.158,18.42,254.445,7.049,2.794,0.103,0.157,152.268,1.738,1
7.577,3.553,123.353,8.214,0.67,0.205,0.071,133.098,6.072,1
7.072,12.678,108.652,5.318,3.256,0.278,0.17,12.466,7.05,1
8.123,12.464,249.031,6.289,4.347,0.498,0.188,120.093,11.636,1
7.641,13.91,127.565,12.499,1.967,0.072,0.163,264.223,12.844,1
8.141,22.97,495.7,5.1,1.786,0.444,0.103,271.806,4.792,1
